t x y xy
3.26500 -0.48616 -1.02668 0.49913
3.27000 -0.46666 -1.01477 0.47355
3.27500 -0.45135 -1.00175 0.45214
3.28000 -0.44032 -0.98890 0.43543
3.28500 -0.43325 -0.97745 0.42348
3.29000 -0.42948 -0.96848 0.41594
3.29500 -0.42806 -0.96279 0.41213
3.30000 -0.42786 -0.96085 0.41111
3.30500 -0.42765 -0.96276 0.41172
3.31000 -0.42629 -0.96826 0.41276
3.31500 -0.42273 -0.97672 0.41289
3.32000 -0.41621 -0.98728 0.41092
3.32500 -0.40627 -0.99888 0.40581
3.33000 -0.39278 -1.01036 0.39685
3.33500 -0.37599 -1.02062 0.38374
3.34000 -0.35646 -1.02869 0.36669
3.34500 -0.33501 -1.03383 0.34634
3.35000 -0.31266 -1.03559 0.32379
3.35500 -0.29048 -1.03385 0.30031
3.36000 -0.26954 -1.02884 0.27731
3.36500 -0.25078 -1.02109 0.25607
3.37000 -0.23490 -1.01138 0.23757
3.37500 -0.22234 -1.00070 0.22250
3.38000 -0.21323 -0.99009 0.21112
3.38500 -0.20736 -0.98057 0.20333
3.39000 -0.20420 -0.97307 0.19870
3.39500 -0.20301 -0.96827 0.19657
3.40000 -0.20284 -0.96663 0.19607
3.40500 -0.20267 -0.96826 0.19624
3.41000 -0.20149 -0.97298 0.19605
3.41500 -0.19842 -0.98030 0.19451
3.42000 -0.19275 -0.98948 0.19072
3.42500 -0.18405 -0.99961 0.18398
3.43000 -0.17219 -1.00971 0.17386
3.43500 -0.15734 -1.01879 0.16030
3.44000 -0.13996 -1.02597 0.14359
3.44500 -0.12078 -1.03056 0.12447
3.45000 -0.10067 -1.03214 0.10391
3.45500 -0.08061 -1.03057 0.08307
3.46000 -0.06156 -1.02601 0.06316
3.46500 -0.04440 -1.01892 0.04524
3.47000 -0.02980 -1.01000 0.03010
3.47500 -0.01820 -1.00012 0.01820
3.48000 -0.00974 -0.99026 0.00965
3.48500 -0.00425 -0.98138 0.00417
3.49000 -0.00129 -0.97433 0.00126
3.49500 -0.00016 -0.96981 0.00016
3.50000 0.00000 -0.96825 -0.00000
3.50500 0.00016 -0.96981 -0.00016
3.51000 0.00129 -0.97433 -0.00126
3.51500 0.00425 -0.98138 -0.00417
3.52000 0.00974 -0.99026 -0.00965
3.52500 0.01820 -1.00012 -0.01820
3.53000 0.02980 -1.01000 -0.03010
3.53500 0.04440 -1.01892 -0.04524
3.54000 0.06156 -1.02601 -0.06316
3.54500 0.08061 -1.03057 -0.08307
3.55000 0.10067 -1.03214 -0.10391
3.55500 0.12078 -1.03056 -0.12447
3.56000 0.13996 -1.02597 -0.14359
3.56500 0.15734 -1.01879 -0.16030
3.57000 0.17219 -1.00971 -0.17386
3.57500 0.18405 -0.99961 -0.18398
3.58000 0.19275 -0.98948 -0.19072
3.58500 0.19842 -0.98030 -0.19451
3.59000 0.20149 -0.97298 -0.19605
3.59500 0.20267 -0.96826 -0.19624
3.60000 0.20284 -0.96663 -0.19607
3.60500 0.20301 -0.96827 -0.19657
3.61000 0.20420 -0.97307 -0.19870
3.61500 0.20736 -0.98057 -0.20333
3.62000 0.21323 -0.99009 -0.21112
3.62500 0.22234 -1.00070 -0.22250
3.63000 0.23490 -1.01138 -0.23757
3.63500 0.25078 -1.02109 -0.25607
3.64000 0.26954 -1.02884 -0.27731
3.64500 0.29048 -1.03385 -0.30031
3.65000 0.31266 -1.03559 -0.32379
3.65500 0.33501 -1.03383 -0.34634
3.66000 0.35646 -1.02869 -0.36669
3.66500 0.37599 -1.02062 -0.38374
3.67000 0.39278 -1.01036 -0.39685
3.67500 0.40627 -0.99888 -0.40581
3.68000 0.41621 -0.98728 -0.41092
3.68500 0.42273 -0.97672 -0.41289
3.69000 0.42629 -0.96826 -0.41276
3.69500 0.42765 -0.96276 -0.41172
3.70000 0.42786 -0.96085 -0.41111
3.70500 0.42806 -0.96279 -0.41213
3.71000 0.42948 -0.96848 -0.41594
3.71500 0.43325 -0.97745 -0.42348
3.72000 0.44032 -0.98890 -0.43543
3.72500 0.45135 -1.00175 -0.45214
3.73000 0.46666 -1.01477 -0.47355
3.73500 0.48616 -1.02668 -0.49913
3.74000 0.50937 -1.03627 -0.52784
3.74500 0.53546 -1.04251 -0.55822
3.75000 0.56329 -1.04469 -0.58846
3.75500 0.59157 -1.04247 -0.61669
3.76000 0.61891 -1.03591 -0.64114
3.76500 0.64401 -1.02553 -0.66045
3.77000 0.66577 -1.01223 -0.67391
3.77500 0.68340 -0.99722 -0.68150
3.78000 0.69651 -0.98193 -0.68392
3.78500 0.70518 -0.96788 -0.68253
3.79000 0.70996 -0.95651 -0.67908
3.79500 0.71181 -0.94907 -0.67556
3.80000 0.71208 -0.94645 -0.67395
3.80500 0.71237 -0.94914 -0.67614
3.81000 0.71435 -0.95710 -0.68370
3.81500 0.71969 -0.96979 -0.69795
3.82000 0.72980 -0.98615 -0.71969
3.82500 0.74576 -1.00474 -0.74929
3.83000 0.76819 -1.02381 -0.78648
3.83500 0.79711 -1.04147 -0.83017
3.84000 0.83200 -1.05588 -0.87849
3.84500 0.87176 -1.06539 -0.92876
3.85000 0.91480 -1.06875 -0.97769
3.85500 0.95918 -1.06524 -1.02176
3.86000 1.00277 -1.05478 -1.05770
3.86500 1.04347 -1.03794 -1.08306
3.87000 1.07936 -1.01599 -1.09662
3.87500 1.10898 -0.99075 -1.09872
3.88000 1.13145 -0.96455 -1.09134
3.88500 1.14661 -0.93997 -1.07778
3.89000 1.15513 -0.91964 -1.06230
3.89500 1.15852 -0.90603 -1.04965
3.90000 1.15903 -0.90114 -1.04445
3.90500 1.15958 -0.90635 -1.05099
3.91000 1.16353 -0.92218 -1.07298
3.91500 1.17447 -0.94816 -1.11359
3.92000 1.19591 -0.98283 -1.17538
3.92500 1.23101 -1.02365 -1.26012
3.93000 1.28229 -1.06722 -1.36849
3.93500 1.35140 -1.10936 -1.49919
3.94000 1.43887 -1.14540 -1.64808
3.94500 1.54405 -1.17047 -1.80726
3.95000 1.66498 -1.17981 -1.96436
3.95500 1.79849 -1.16914 -2.10269
3.96000 1.94033 -1.13494 -2.20216
3.96500 2.08533 -1.07473 -2.24117
3.97000 2.22773 -0.98732 -2.19948
3.97500 2.36150 -0.87292 -2.06140
3.98000 2.48071 -0.73320 -1.81886
3.98500 2.57988 -0.57124 -1.47373
3.99000 2.65433 -0.39135 -1.03877
3.99500 2.70050 -0.19891 -0.53716
4.00000 2.71615 -0.00000 -0.00000
